type,n,density,processes,threads,total_time,generation_time,comm_total,comm_dist,comm_aggr,computation_total,computation_sort,computation_mult,sum_check,nodes
COO_apr_Hybrid,16384,0.15,16,16,53.848,3.328,32.889,5.300,27.588,17.631,1.258,16.373,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,16,16,54.091,3.551,29.140,4.507,24.633,21.400,1.846,19.554,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,16,16,66.493,3.819,43.409,3.709,39.700,19.266,1.993,17.272,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,16,16,72.012,3.354,50.681,3.724,46.957,17.977,1.370,16.608,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,16,16,52.680,2.836,30.533,4.383,26.150,19.311,1.376,17.935,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,16,16,59.887,3.278,39.846,3.636,36.211,16.762,1.283,15.479,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,16,16,50.950,3.394,27.028,4.485,22.542,20.529,1.817,18.711,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,16,16,49.519,3.738,27.744,3.461,24.282,18.038,1.170,16.868,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,16,16,50.323,3.288,31.193,3.037,28.156,15.842,1.166,14.676,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,16,16,74.163,3.224,55.092,4.074,51.018,15.848,1.357,14.491,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,32,8,59.044,4.516,39.993,3.155,36.838,14.534,2.567,11.967,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,32,8,102.653,3.540,74.365,4.683,69.682,24.748,2.571,22.177,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,32,8,79.010,3.452,57.875,3.380,54.495,17.683,2.546,15.137,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,32,8,88.933,3.467,68.814,3.692,65.121,16.653,2.494,14.159,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,32,8,60.810,3.340,43.114,3.665,39.449,14.357,2.516,11.841,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,32,8,77.727,3.459,56.756,3.984,52.772,17.512,2.743,14.769,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,32,8,57.538,3.440,37.295,4.124,33.171,16.803,1.829,14.973,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,32,8,55.455,3.577,34.263,3.663,30.601,17.614,2.064,15.550,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,32,8,71.116,3.215,47.255,4.002,43.253,20.647,2.523,18.124,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,32,8,104.011,3.243,82.503,3.519,78.984,18.265,2.374,15.891,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,64,4,86.376,5.010,32.568,3.310,29.258,48.798,11.760,37.038,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,64,4,136.380,3.477,112.111,2.524,109.587,20.792,4.100,16.692,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,64,4,77.851,3.540,57.505,1.482,56.023,16.806,2.344,14.461,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,64,4,75.890,3.229,51.790,1.333,50.457,20.870,3.083,17.787,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,64,4,75.076,3.535,57.347,1.661,55.687,14.194,2.540,11.654,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,64,4,67.324,3.722,41.032,1.969,39.063,22.571,6.581,15.989,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,64,4,54.430,3.608,34.725,1.941,32.784,16.097,4.016,12.081,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,64,4,67.654,4.324,43.396,1.932,41.463,19.935,4.228,15.706,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,64,4,105.697,3.924,79.893,1.825,78.068,21.880,4.140,17.740,2993442628723.000,16
COO_apr_Hybrid,16384,0.15,64,4,79.381,3.550,60.028,1.711,58.317,15.803,3.828,11.974,2993442628723.000,16
COO_spr_Hybrid,16384,0.15,16,16,49.820,3.860,21.015,4.535,16.480,24.945,1.639,23.306,2993442628723.000,16
COO_spr_Hybrid,16384,0.15,16,16,91.804,3.575,64.916,5.721,59.195,23.313,1.239,22.075,2993442628723.000,16
COO_spr_Hybrid,16384,0.15,16,16,60.233,3.671,33.508,3.702,29.807,23.054,1.203,21.851,2993442628723.000,16
COO_spr_Hybrid,16384,0.15,16,16,71.996,3.558,47.735,4.017,43.717,20.704,1.252,19.452,2993442628723.000,16
COO_spr_Hybrid,16384,0.15,16,16,61.099,3.561,31.992,4.483,27.509,25.547,0.983,24.564,2993442628723.000,16
COO_spr_Hybrid,16384,0.15,16,16,66.288,3.617,42.379,4.159,38.220,20.291,1.302,18.989,2993442628723.000,16
COO_spr_Hybrid,16384,0.15,16,16,59.685,3.617,38.632,3.205,35.427,17.436,0.754,16.683,2993442628723.000,16
COO_spr_Hybrid,16384,0.15,16,16,57.456,3.654,32.390,4.343,28.047,21.411,1.426,19.986,2993442628723.000,16
COO_spr_Hybrid,16384,0.15,16,16,60.628,3.345,36.721,4.393,32.328,20.562,1.036,19.526,2993442628723.000,16
COO_spr_Hybrid,16384,0.15,16,16,77.879,4.968,28.085,7.477,20.608,44.826,1.567,43.259,2993442628723.000,16
COO_spr_Hybrid,16384,0.15,32,8,53.629,2.601,35.952,2.907,33.046,15.075,0.870,14.205,2993442628723.000,16
COO_spr_Hybrid,16384,0.15,32,8,132.931,3.547,106.286,3.586,102.700,23.099,2.141,20.958,2993442628723.000,16
